"gene","module","MM_own","GS_growth"
"Gohir.D06G173000","blue",0.916099394651795,-0.996117852161205
"Gohir.A06G177000","blue",0.937157457776034,-0.994234036913262
"Gohir.D11G340160","blue",0.782699283045364,-0.993234698571685
"Gohir.D11G155600","blue",0.854414088448397,-0.992036072706967
"Gohir.A08G169400","blue",0.849678548130398,-0.990106777754678
"Gohir.D13G133900","blue",0.939230382611361,-0.989991047416474
"Gohir.D02G087333","blue",0.936485351405577,-0.989284600418579
"Gohir.A12G156000","blue",0.901943876426826,-0.989225688729594
"Gohir.D12G159100","blue",0.874657883990993,-0.989018921532777
"Gohir.A12G251200","blue",0.840651974870841,-0.988894022369345
"Gohir.D11G024300","blue",0.919604262929663,-0.988755606915239
"Gohir.A10G213600","blue",0.881227857745844,-0.988581564537889
"Gohir.D11G158100","blue",0.921139460396997,-0.988033595242169
"Gohir.A03G053800","blue",0.909996832380764,-0.987532989914699
"Gohir.D02G114600","blue",0.955518110433473,-0.987524723561823
"Gohir.A06G067600","blue",0.830264693342453,-0.987047164482383
"Gohir.D01G122100","blue",0.938533903429684,-0.986994452129262
"Gohir.D05G071101","blue",0.860038321490235,-0.986381175085554
"Gohir.D07G021300","blue",0.970442282742028,-0.984638718510507
"Gohir.A13G130500","blue",0.913019509201895,-0.98386814239389
"Gohir.D11G025651","blue",0.927203355850705,-0.98351623131639
"Gohir.A11G019800","blue",0.955688831399294,-0.983425674339576
"Gohir.D11G025400","blue",0.957222653849841,-0.983352779441501
"Gohir.A07G209000","blue",0.787698828801254,-0.983192679767854
"Gohir.D12G225250","blue",0.938851412846062,-0.982718670207245
"Gohir.A11G007900","blue",0.928919958156016,-0.982643640226554
"Gohir.A05G189600","blue",0.921423782349614,-0.982397767088769
"Gohir.D04G161500","blue",0.853067294465095,-0.981721604385321
"Gohir.D02G021700","blue",0.812475088308097,-0.981309375375415
"Gohir.D03G020750","blue",0.892540101256545,-0.981303362331128
"Gohir.A02G066300","blue",0.824948537267515,-0.98129608619409
"Gohir.A05G405000","blue",0.750076647465248,-0.981059573487855
"Gohir.A11G148700","blue",0.910878576572633,-0.980932650867469
"Gohir.D02G062400","blue",0.95349229106414,-0.980772079141488
"Gohir.D07G091400","blue",0.969713093901145,-0.980629263769416
"Gohir.D09G051800","blue",0.857884228372448,-0.980621861350872
"Gohir.A11G257600","blue",0.931154481891005,-0.980457088728622
"Gohir.D06G024000","blue",0.97614989193393,-0.980205002226888
"Gohir.D12G072500","blue",0.970417625555971,-0.980171489236756
"Gohir.A03G208900","blue",0.949837354863273,-0.979962600132567
"Gohir.A09G240232","blue",0.960349368155934,-0.979666678199926
"Gohir.D03G113200","blue",0.843225398922848,-0.97937624146519
"Gohir.A03G038500","blue",0.854688554117125,-0.979362888530249
"Gohir.A11G226600","blue",0.876902140676445,-0.979223016184601
"Gohir.D12G013600","blue",0.921407463885165,-0.978877385549273
"Gohir.D06G089300","blue",0.934103321558876,-0.978825958283411
"Gohir.D11G099700","blue",0.949551606501973,-0.978724796758256
"Gohir.A07G088400","blue",0.940884988656083,-0.978670084714457
"Gohir.A13G229000","blue",0.886601498048996,-0.978430687736621
"Gohir.D08G191800","blue",0.914057169555885,-0.978362130518748
"Gohir.D11G025601","blue",0.9053557185777,-0.97835681151471
"Gohir.D04G117100","blue",0.74388763064724,-0.97820522536672
"Gohir.A05G279400","blue",0.921104420207652,-0.97796769898606
"Gohir.D02G065400","blue",0.930002084323795,-0.977961578340133
"Gohir.D03G058300","blue",0.870757712183762,-0.977909156263832
"Gohir.D09G139400","blue",0.944277209435595,-0.977727952248885
"Gohir.A08G140700","blue",0.932565837496939,-0.977528285574084
"Gohir.D05G169800","blue",0.785490483010777,-0.977402593773694
"Gohir.A11G206100","blue",0.752219430758593,-0.977339020453723
"Gohir.D11G073400","blue",0.915378629715221,-0.977081658341201
"Gohir.D13G087000","blue",0.939574677759892,-0.977061618333707
"Gohir.A09G050800","blue",0.869895335922276,-0.976805242091297
"Gohir.D02G107000","blue",0.948704971033855,-0.976790192715175
"Gohir.D08G220500","blue",0.931532132882691,-0.976754507716324
"Gohir.A01G001300","blue",0.896810320857225,-0.97637200107567
"Gohir.A05G212500","blue",0.949576583229601,-0.976227264398785
"Gohir.A01G136300","blue",0.966218898429701,-0.976179769768
"Gohir.A10G133600","blue",0.844695829001127,-0.976109118282316
"Gohir.A11G064200","blue",0.923599067922071,-0.976089696792702
"Gohir.D04G181300","blue",0.947942408780162,-0.976060314671232
"Gohir.A11G223900","blue",0.938385491867592,-0.976046181325563
"Gohir.D09G247800","blue",0.919111707555249,-0.976013834631312
"Gohir.D09G241100","blue",0.973898050858532,-0.975909496685504
"Gohir.D10G235100","blue",0.782775276492546,-0.975749628172344
"Gohir.D05G144000","blue",0.922117536557396,-0.975699716724233
"Gohir.A11G152400","blue",0.962817976088373,-0.975694825440793
"Gohir.A06G090300","blue",0.917527038038454,-0.975684884433436
"Gohir.D01G078400","blue",0.917253686095816,-0.975476918663405
"Gohir.D07G238200","blue",0.880775923584915,-0.975243195530238
"Gohir.D12G059800","blue",0.968172959831735,-0.974832692525004
"Gohir.D07G198700","blue",0.945829920580486,-0.974738385570118
"Gohir.D07G145900","blue",0.954071030399417,-0.9747237076783
"Gohir.A07G120900","blue",0.945534279749838,-0.974620155626573
"Gohir.D02G031600","blue",0.978831538127616,-0.97461977146111
"Gohir.D11G019500","blue",0.959618915255999,-0.974415054519998
"Gohir.A11G078300","blue",0.896430631418562,-0.97436606467226
"Gohir.A07G176400","blue",0.974208941921877,-0.974279054130673
"Gohir.A12G118300","blue",0.940406528560438,-0.974143086352477
"Gohir.D04G085000","blue",0.953960742378918,-0.97408563410872
"Gohir.A11G025800","blue",0.932430586368193,-0.973909283732637
"Gohir.A09G240400","blue",0.94419882912227,-0.9739019722514
"Gohir.D06G006400","blue",0.828237350505914,-0.97366012519731
"Gohir.D02G218600","blue",0.917313810695808,-0.973588620339346
"Gohir.D10G203500","blue",0.944102074962748,-0.973572029540991
"Gohir.D12G072600","blue",0.949039566198708,-0.973516674825317
"Gohir.D07G239400","blue",0.943171186860058,-0.97339874131426
"Gohir.D11G246400","blue",0.93586424395632,-0.973358974194922
"Gohir.D01G072000","blue",0.933388958451725,-0.973230865603283
"Gohir.A05G297200","blue",0.975567068443643,-0.973088583238067
"Gohir.A11G151200","blue",0.94793419614115,-0.973078759994808
"Gohir.A03G017000","blue",0.953836023312923,-0.972974875765855
"Gohir.A12G059400","blue",0.962832616492158,-0.972846235586954
"Gohir.D13G230700","blue",0.988340154027453,-0.972814550770203
"Gohir.D09G189900","blue",0.984109170365991,-0.972786566612955
"Gohir.D11G110000","blue",0.805207999423777,-0.972782274451269
"Gohir.A09G195300","blue",0.992824382610658,-0.972731962140256
"Gohir.A01G085700","blue",0.967379676601982,-0.972716331665105
"Gohir.A11G105100","blue",0.79223832753189,-0.972559925888543
"Gohir.D05G344800","blue",0.893241029013651,-0.972507796155351
"Gohir.A02G079300","blue",0.919026752238526,-0.972480979278838
"Gohir.A12G218600","blue",0.970304021537825,-0.97239892739231
"Gohir.D06G005900","blue",0.985978416267322,-0.972333670819639
"Gohir.A05G203700","blue",0.932499090710291,-0.97223354426505
"Gohir.D03G087500","blue",0.991823070625044,-0.971893012952716
"Gohir.D10G050400","blue",0.949561551644056,-0.971666725763993
"Gohir.A08G083500","blue",0.945594841037759,-0.971592235553834
"Gohir.D04G090100","blue",0.946715474935888,-0.971457632785375
"Gohir.D03G008400","blue",0.928206109525006,-0.971443587124038
"Gohir.D11G068500","blue",0.943054948381433,-0.971438117686034
"Gohir.D04G159600","blue",0.93435069527329,-0.971380895864951
